Elliptic curve parameters:
name = secp256k1
mode = test
p = 100003
a = 0
b = 2
g = (20002, 57568)
n = 99667

--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k^{-1}      a           m1          m2          f                        x_recovered 
C            45398       42928       2470        90795       90487       97540       69958       65832       1           42928       -           -                        -           
C            40807       54075       86399       50468       62341       3817        37216       20882       2163        25          -           -                        -           
C            69148       30262       38886       70921       20094       9254        69993       96256       1           30262       -           -                        -           
C            10988       54912       55743       13185       76804       44896       70027       74228       3           18304       -           -                        -           
C            92328       13320       79008       92700       49204       71100       37281       21828       72          185         -           -                        -           
C            22913       33192       89388       23008       86525       57135       37306       12526       18          1844        -           -                        -           
C            19880       50400       69147       22714       39390       44351       37420       44711       42          1200        -           -                        -           
C            95993       92637       3356        97192       64715       19228       70279       45756       73          1269        -           -                        -           
C            76646       4526        72120       76658       79348       71243       70302       13739       2           2263        -           -                        -           
C            94127       76220       17907       94252       60002       24964       70343       34950       2           38110       -           -                        -           
C            72394       20798       51596       72398       65052       14118       37696       95215       2           10399       -           -                        -           
C            69539       77848       91358       69970       24211       84669       37779       99592       148         526         -           -                        -           
C            25522       10744       14778       33924       59979       40993       37902       86126       316         34          -           -                        -           
C            62682       27576       35106       62788       78642       89420       70767       89014       36          766         -           -                        -           
C            89385       97133       91919       92174       19181       93769       38100       16747       137         709         -           -                        -           
C            25772       98814       26625       25787       10340       28717       70882       68427       2           49407       -           -                        -           
C            46411       19148       27263       46530       44095       6036        70892       26787       1           19148       -           -                        -           
C            16761       84519       31909       16769       2064        27291       70959       11775       1           84519       -           -                        -           
C            44093       65046       78714       44395       70083       70642       71053       85495       1           65046       -           -                        -           
C            34483       32868       1615        35861       2106        90077       71188       62201       33          996         -           -                        -           
C            69880       74534       95013       92874       47248       78680       38531       81000       898         83          -           -                        -           
C            12062       64108       47621       14072       1386        66311       71327       74401       2           32054       -           -                        -           
C            38744       53121       85290       38797       4037        86098       38581       98742       1           53121       -           -                        -           
C            69815       60045       9770        69855       66244       4122        38640       43243       15          4003        -           -                        -           
C            58585       54250       4335        58750       86557       52984       71611       13300       10          5425        -           -                        -           
C            3514        58928       44253       4099        33896       15146       38851       49847       4           14732       -           -                        -           
C            18843       21410       97100       37681       86816       30810       39012       80796       5           4282        -           -                        -           
C            30504       50604       79567       33045       3111        29805       71841       19719       12          4217        -           -                        -           
C            2529        71556       30640       3194        70700       46969       71904       95343       534         134         -           -                        -           
C            30442       52594       77515       30581       28700       4019        71932       58406       1           52594       -           -                        -           
C            73569       13950       59619       75241       46952       46288       39190       31073       1           13950       -           -                        -           
C            56155       93806       62016       74369       17945       36844       71965       56112       1513        62          -           -                        -           
C            48979       57420       91226       52244       39765       74286       72023       415         4           14355       -           -                        -           
C            72648       54396       18252       73083       46581       87280       39318       65192       3           18132       -           -                        -           
C            85390       76600       8790        85453       11295       86668       39341       76952       25          3064        -           -                        -           
C            77317       2116        75201       81865       90607       28978       72119       88754       1           2116        -           -                        -           
C            12839       90920       21586       17117       92308       35861       39390       53119       5           18184       -           -                        -           
C            52016       30480       21536       52028       46138       53548       72214       1111        8           3810        -           -                        -           
C            70837       7380        63457       71273       7940        47219       39492       80086       205         36          -           -                        -           
C            54251       61050       92868       63292       24045       28910       39560       28541       5           12210       -           -                        -           
C            69967       63516       6451        70790       90335       40641       72502       90518       12          5293        -           -                        -           
C            94273       25063       69210       99231       12779       94964       39933       1749        71          353         -           -                        -           
C            65168       56536       8632        72376       55585       10046       72840       13587       296         191         -           -                        -           
C            38476       36744       1732        39901       25965       26898       40092       47860       1           36744       -           -                        -           
C            24896       71176       53387       26957       96205       68193       40250       47078       164         434         -           -                        -           
C            11376       65076       45967       22578       85762       31780       40424       32164       174         374         -           -                        -           
C            63409       60381       3028        63449       43562       62835       40552       38322       9           6709        -           -                        -           
C            70120       21207       48913       70183       49788       648         40652       54296       1           21207       -           -                        -           
C            63716       62136       1580        63938       21184       93996       73637       94664       2           31068       -           -                        -           
C            76221       71760       4461        82078       54300       39035       40899       43172       80          897         -           -                        -           
C            14859       71251       43275       15322       78348       35983       73668       13601       43          1657        -           -                        -           
C            53686       64214       89139       53731       19385       56569       40918       38194       1           64214       -           -                        -           
C            70439       14846       55593       70442       22578       58449       73715       86045       2           7423        -           -                        -           
C            71206       41444       29762       94941       94420       18787       41019       69381       1           41444       -           -                        -           
C            81092       40546       40546       81194       12030       34041       73791       21892       2           20273       -           -                        -           
C            47050       66428       80289       62733       61090       14066       41076       21008       1           66428       -           -                        -           
C            45685       22770       22915       45779       59023       26230       41085       30235       1           22770       -           -                        -           
C            94796       49884       44912       97358       55922       3470        41086       15895       2           24942       -           -                        -           
C            16506       8682        7824        23312       62000       86910       41136       89948       2894        3           -           -                        -           
C            31838       30336       1502        32234       68774       82309       41178       57748       158         192         -           -                        -           
C            34794       25707       9087        36421       13363       34043       41320       60542       627         41          -           -                        -           
C            32356       75078       56945       64626       28739       58778       41356       96701       86          873         -           -                        -           
C            24887       84506       40048       25094       85620       87582       74167       8338        47          1798        -           -                        -           
C            11259       37638       73288       13115       69426       30192       74322       79822       123         306         -           -                        -           
C            3857        59030       44494       5785        88179       72763       41647       6814        1           59030       -           -                        -           
C            70754       91712       78709       71106       6375        82981       41750       35019       2           45856       -           -                        -           
C            34123       26015       8108        34691       8361        97895       74633       45432       43          605         -           -                        -           
C            27020       32904       93783       27362       37284       36340       74660       96845       2           16452       -           -                        -           
C            54914       99510       55071       55447       84428       87989       41966       42237       15          6634        -           -                        -           
C            39606       70668       68605       39966       82333       76723       74770       26284       6           11778       -           -                        -           
C            29299       96311       32655       29604       18222       79092       74967       46382       19          5069        -           -                        -           
C            68342       63150       5192        85415       16932       17352       42379       35145       50          1263        -           -                        -           
C            72474       22400       50074       72490       3617        41215       75435       5655        10          2240        -           -                        -           
C            78181       16312       61869       78490       29912       44285       75568       84287       4           4078        -           -                        -           
C            19005       25364       93308       19207       25034       48616       42843       70557       17          1492        -           -                        -           
C            77664       4165        73499       78025       68111       90742       42850       10988       49          85          -           -                        -           
C            43031       52928       89770       43048       4694        16316       75703       67829       4           13232       -           -                        -           
C            51899       25088       26811       69124       96647       98060       10275       18605       224         112         -           -                        -           
E1           95462       23865       71597       -           15013       6454        75845       7583        -           -           -           -                        52371, 75845
C            40669       72423       67913       40689       16068       48887       10436       28308       9           8047        -           -                        -           
C            77784       81432       96019       78840       5724        45146       10588       54549       696         117         -           -                        -           
C            48794       40194       8600        73114       82697       72012       43393       5119        154         261         -           -                        -           
C            27025       33567       93125       27723       67038       20932       10637       58121       501         67          -           -                        -           
C            31457       45090       86034       35947       51731       55906       43449       98115       27          1670        -           -                        -           
C            30214       31560       98321       31376       11347       23165       43496       81927       2           15780       -           -                        -           
C            92006       87616       4390        93359       68810       6683        76295       10824       2           43808       -           -                        -           
C            80659       49960       30699       92176       52542       586         43555       11113       40          1249        -           -                        -           
C            4353        83390       20630       8396        90933       25629       43631       58896       310         269         -           -                        -           
C            4397        5256        98808       8210        28602       17054       43648       2760        584         9           -           -                        -           
C            66658       12726       53932       67247       25174       73583       76438       52934       101         126         -           -                        -           
C            56708       87663       68712       64809       46102       51599       76471       74256       1           87663       -           -                        -           
C            64293       95370       68590       65629       95726       90369       43756       10117       165         578         -           -                        -           
C            86717       94904       91480       87140       98272       78528       76546       23652       2           47452       -           -                        -           
C            16977       1045        15932       25418       54437       73519       76578       58824       95          11          -           -                        -           
C            84497       9786        74711       85207       69767       54734       76707       97860       7           1398        -           -                        -           
C            11607       85715       25559       12436       17326       65153       44108       32374       1           85715       -           -                        -           
C            37628       99488       37807       47033       26573       5354        44169       19151       8           12436       -           -                        -           
C            68823       6831        61992       72646       46233       70609       76964       48233       9           759         -           -                        -           
C            58587       50622       7965        59578       40111       9876        44250       2901        118         429         -           -                        -           
C            69122       7720        61402       80639       53810       27716       44271       64642       20          386         -           -                        -           
C            34553       7470        27083       37432       6149        61291       11548       56926       5           1494        -           -                        -           
C            96966       55842       41124       97178       69796       93074       44362       95421       82          681         -           -                        -           
C            71792       89944       81515       71807       18875       1081        44373       31254       2           44972       -           -                        -           
C            77097       82449       94315       77449       63650       14725       77167       36882       9           9161        -           -                        -           
C            74924       42292       32632       75771       29930       58201       44409       66748       388         109         -           -                        -           
C            27159       31098       95728       27232       17392       85640       77192       97388       3           10366       -           -                        -           
C            63010       8671        54339       63043       33059       17310       11732       48560       13          667         -           -                        -           
C            31519       73834       57352       39261       51128       29711       77562       442         551         134         -           -                        -           
C            16677       52768       63576       17506       38226       43214       12070       94824       97          544         -           -                        -           
C            74807       80388       94086       75506       92451       10238       77643       15182       14          5742        -           -                        -           
C            17910       15720       2190        18291       75872       44641       77673       43728       3           5240        -           -                        -           
A            71425       8607        62818       80399       15388       5543        45031       37638       8607        1           -           -                        45031       
C            61611       34729       26882       67772       12823       22429       45088       61802       1           34729       -           -                        -           
C            42505       1653        40852       63714       22929       76119       77913       30071       87          19          -           -                        -           
C            95328       70344       24984       95412       10330       10468       12383       45624       72          977         -           -                        -           
C            43442       50446       92663       43909       76535       597         78023       64067       11          4586        -           -                        -           
C            21636       29092       92211       24337       57792       19959       45274       95563       28          1039        -           -                        -           
C            69556       30898       38658       83467       45216       77924       12595       17833       1           30898       -           -                        -           
C            14314       22460       91521       14332       92492       60715       12609       18819       4           5615        -           -                        -           
C            76076       5512        70564       76088       30955       99399       12769       47472       8           689         -           -                        -           
C            47616       10856       36760       59461       18757       29653       78325       47164       236         46          -           -                        -           
C            29499       14640       14859       31368       23924       3934        12853       34245       1464        10          -           -                        -           
C            51543       51357       186         64428       17290       18888       45654       65827       3           17119       -           -                        -           
C            6238        24800       81105       6452        53666       64860       12997       43176       32          775         -           -                        -           
C            55432       95592       59507       55470       29358       96145       78595       92541       28          3414        -           -                        -           
C            77201       58820       18381       77518       86246       67736       45831       86845       170         346         -           -                        -           
C            95631       87591       8040        95787       13677       98253       13124       16971       3           29197       -           -                        -           
C            38823       28654       10169       38830       4777        48788       45927       77286       1           28654       -           -                        -           
C            79695       32109       47586       89656       49127       24349       13166       54126       7           4587        -           -                        -           
C            44881       62451       82097       44932       53586       30928       78718       6245        1           62451       -           -                        -           
C            93726       60951       32775       93749       40677       71563       13202       97897       1           60951       -           -                        -           
C            62189       14868       47321       62208       19892       80831       13254       38641       2           7434        -           -                        -           
C            53945       25846       28099       67431       982         19454       46038       21949       1           25846       -           -                        -           
C            56180       67988       87859       59219       23014       57666       13319       53340       1478        46          -           -                        -           
C            56286       25556       30730       56291       73177       63632       13366       31295       1           25556       -           -                        -           
C            78165       33831       44334       80277       35152       29878       13389       69917       21          1611        -           -                        -           
C            99498       50892       48606       99509       33707       31257       46236       42604       3           16964       -           -                        -           
C            29044       30488       98223       32267       98948       28372       46244       76198       37          824         -           -                        -           
C            16011       55260       60418       16040       71070       16380       13495       62645       3           18420       -           -                        -           
C            97347       21528       75819       97804       66373       82541       46283       53937       6           3588        -           -                        -           
C            14372       87990       26049       21543       41000       10626       79101       26815       30          2933        -           -                        -           
C            69543       57369       12174       74179       66645       62061       13577       25825       3           19123       -           -                        -           
C            32082       6438        25644       64053       71614       68233       79270       91172       111         58          -           -                        -           
C            31180       72810       58037       47798       76662       5864        79290       19471       14562       5           -           -                        -           
C            52534       25350       27184       52595       82602       36120       79322       73880       13          1950        -           -                        -           
C            63259       66396       96530       75609       43306       45978       13869       15877       1509        44          -           -                        -           
C            52239       82350       69556       52806       57834       51008       46796       39831       75          1098        -           -                        -           
C            51908       61740       89835       53554       66306       11593       46828       71430       882         70          -           -                        -           
C            44087       77285       66469       46088       15250       35857       14115       25461       65          1189        -           -                        -           
C            60292       71796       88163       90435       84349       23320       46920       82407       6           11966       -           -                        -           
C            1845        30026       71486       1849        60147       23169       46924       61933       1           30026       -           -                        -           
C            76634       28272       48362       78206       39158       98488       46933       26283       1178        24          -           -                        -           
C            89729       85962       3767        90810       4843        56057       14239       47783       6           14327       -           -                        -           
C            13875       13650       225         27675       92289       78252       14312       1322        75          182         -           -                        -           
C            34412       58306       75773       40147       12754       10545       14323       76728       2           29153       -           -                        -           
C            13294       97552       15409       13308       63350       12234       14323       20838       8           12194       -           -                        -           
C            97796       33026       64770       97882       60348       18773       14481       95106       14          2359        -           -                        -           
C            19501       95176       23992       20281       27282       97516       14514       53998       1           95176       -           -                        -           
C            52688       51848       840         65858       13670       59980       14547       35846       8           6481        -           -                        -           
C            75556       88122       87101       76682       7677        11902       14593       60614       114         773         -           -                        -           
C            34684       17674       17010       69367       89135       88049       14652       36394       1           17674       -           -                        -           
C            59868       4178        55690       60325       49723       1258        47647       54531       1           4178        -           -                        -           
C            16699       62567       53799       16729       56832       35406       47660       56518       19          3293        -           -                        -           
C            30929       6453        24476       33087       8897        92322       80458       30359       717         9           -           -                        -           
C            40625       57959       82333       60937       9887        611         80486       6901        1           57959       -           -                        -           
C            61633       17691       43942       69337       91379       18114       14968       55327       1           17691       -           -                        -           
C            10383       29919       80131       11421       31048       89501       14982       49369       3           9973        -           -                        -           
C            84030       88572       95125       85159       22287       7955        80650       70062       484         183         -           -                        -           
C            55711       11220       44491       74168       7070        20395       47914       77677       340         33          -           -                        -           
C            73083       29901       43182       73143       31141       47005       47944       10345       3           9967        -           -                        -           
C            52654       63339       88982       52711       66540       35750       48037       72801       43          1473        -           -                        -           
C            46714       87296       59085       90700       31043       88680       80855       29046       2728        32          -           -                        -           
C            11033       82929       27771       11116       85472       19399       15319       41855       77          1077        -           -                        -           
E1           18994       4748        14246       -           98873       14092       48091       19827       -           -           -           -                        22965, 48091
C            22328       57946       64049       40517       5176        20361       80932       83542       4139        14          -           -                        -           
C            28678       41236       87109       38236       52061       58833       80987       108         4           10309       -           -                        -           
C            26290       92220       33737       26294       84435       68166       81015       54146       2           46110       -           -                        -           
C            16782       43704       72745       17076       59045       39992       81037       17046       24          1821        -           -                        -           
C            17253       7455        9798        17391       34292       87353       48283       88027       3           2485        -           -                        -           
C            48919       99190       49396       72670       57190       83182       15642       95887       1417        70          -           -                        -           
C            56918       18002       38916       57972       64041       1593        48454       45645       2           9001        -           -                        -           
C            36287       48756       87198       36690       25558       4720        15703       29335       17          2868        -           -                        -           
C            58553       5680        52873       58757       54786       5526        15708       97706       5           1136        -           -                        -           
C            49747       54341       95073       53063       67903       52615       81318       1313        7           7763        -           -                        -           
C            2492        28940       73219       2500        30260       37614       15800       37549       4           7235        -           -                        -           
C            81770       85974       95463       83734       20478       50884       15807       2720        1246        69          -           -                        -           
C            32433       61893       70207       32626       55225       8297        15862       23997       9           6877        -           -                        -           
C            34342       17928       16414       34346       17547       6551        81402       45566       2           8964        -           -                        -           
C            65841       98430       67078       66606       28546       99397       15875       21427       51          1930        -           -                        -           
C            12169       62205       49631       15208       12960       17043       15942       55260       13          4785        -           -                        -           
C            7974        3056        4918        8558        8471        29274       15958       23567       382         8           -           -                        -           
C            68807       97054       71420       68840       88201       61710       48786       76954       2           48527       -           -                        -           
C            21079       53046       67700       42152       30545       57263       16064       74110       6           8841        -           -                        -           
C            32059       70994       60732       64107       11852       62764       48944       7793        11          6454        -           -                        -           
C            89768       72611       17157       94029       81220       21909       48953       25730       287         253         -           -                        -           
C            90860       70448       20412       91343       43115       82727       81773       46526       56          1258        -           -                        -           
E2           19835       89627       29875       -           83939       3940        49023       64333       -           -           -           -                        49023, 86434
C            20083       26901       92849       23422       94953       73741       16272       68222       49          549         -           -                        -           
C            29058       14962       14096       29651       33766       90922       81812       35409       1           14962       -           -                        -           
C            79241       58149       21092       80013       62234       90535       81833       30639       497         117         -           -                        -           
C            90408       80184       10224       90447       92419       53080       49085       29361       6           13364       -           -                        -           
C            91134       5158        85976       91181       63715       62403       81915       31764       1           5158        -           -                        -           
C            65113       59453       5660        67826       14361       67074       49204       3613        1           59453       -           -                        -           
C            46723       6205        40518       48589       88926       15937       49207       53642       73          85          -           -                        -           
C            87117       25650       61467       88825       20054       34620       82162       40377       9           2850        -           -                        -           
C            54305       94900       59072       55772       20454       15576       16770       36940       26          3650        -           -                        -           
C            24529       48276       75920       24759       33826       3233        82358       93363       149         324         -           -                        -           
C            58656       27864       30792       73564       80489       46197       16836       75084       13932       2           -           -                        -           
C            1347        61767       39247       1570        74173       95132       16877       72021       9           6863        -           -                        -           
C            35459       34914       545         53188       41397       45589       49780       62160       1           34914       -           -                        -           
C            16257       12922       3335        17833       50837       88561       17045       25240       497         26          -           -                        -           
C            46237       32136       14101       47638       17391       83795       49835       29969       4           8034        -           -                        -           
C            79350       10188       69162       89268       63564       70504       82665       34226       6           1698        -           -                        -           
C            77689       38162       39527       77725       42538       21349       82709       95577       1           38162       -           -                        -           
C            47252       53400       93519       62261       94554       92345       82778       38371       2225        24          -           -                        -           
C            60428       39224       21204       60801       81592       39301       82815       7701        2           19612       -           -                        -           
C            93113       96062       96718       93117       49750       82438       82849       16157       1           96062       -           -                        -           
C            18605       87414       30858       23252       82274       29779       50088       79881       17          5142        -           -                        -           
C            32959       19395       13564       37077       82465       49588       17337       36657       15          1293        -           -                        -           
C            6365        65560       40472       9547        84330       58856       82882       13675       1           65560       -           -                        -           
C            61227       14184       47043       61239       71181       74309       17386       45442       3           4728        -           -                        -           
C            23836       85540       37963       24575       36693       62007       17403       34485       188         455         -           -                        -           
C            22053       71868       49852       23150       86925       84475       17412       41388       113         636         -           -                        -           
C            55185       15435       39750       55195       89792       50055       82949       76250       5           3087        -           -                        -           
C            88488       52830       35658       98310       89584       31720       83073       11115       90          587         -           -                        -           
C            23358       68888       54137       46708       86810       54795       50394       421         8           8611        -           -                        -           
C            45852       9632        36220       66370       50040       2252        50418       8493        4816        2           -           -                        -           
C            78881       3698        75183       78939       41033       95547       50489       75091       1           3698        -           -                        -           
C            40689       28136       12553       40750       28103       91586       50523       18996       2           14068       -           -                        -           
C            67561       9733        57828       67591       96008       75869       17759       65643       1           9733        -           -                        -           
C            68003       69331       98339       68025       9233        40293       83306       99491       1           69331       -           -                        -           
C            25159       69052       55774       27923       13342       23690       17881       95459       283         244         -           -                        -           
C            27919       57820       69766       55789       10821       47688       83425       75900       49          1180        -           -                        -           
C            3609        94452       8824        4795        70440       97764       83480       39172       51          1852        -           -                        -           
C            57216       88560       68323       65328       11646       74666       83646       25425       432         205         -           -                        -           
C            46732       76192       70207       49480       84384       26089       50920       95397       16          4762        -           -                        -           
C            86227       5772        80455       90664       22759       62846       18167       50541       1924        3           -           -                        -           
C            53048       3591        49457       53053       55751       62344       18169       53889       3           1197        -           -                        -           
C            54198       24278       29920       96257       63367       41377       83802       92621       12139       2           -           -                        -           
C            56745       44420       12325       57062       82863       29854       18398       75489       2           22210       -           -                        -           
C            6285        41120       64832       12568       35246       90726       51181       47892       2           20560       -           -                        -           
C            81329       78171       3158        81503       413         63907       18487       89238       71          1101        -           -                        -           
C            36917       67620       68964       44075       39057       93508       84084       71596       1127        60          -           -                        -           
C            34718       37910       96475       48286       31209       42450       51431       82982       7582        5           -           -                        -           
C            41496       72124       69039       42617       70973       40155       18913       58004       19          3796        -           -                        -           
C            59865       39246       20619       74808       29678       80393       51686       78444       93          422         -           -                        -           
